,Item to Item,Duration
1692,"('Solo Cups', 'Seasoning')",11.5
1693,"('Solo Cups', 'Soup')",12.0
1694,"('Solo Cups', 'Mac & Cheese')",14.0
1695,"('Solo Cups', 'Ketchup')",11.0
1696,"('Solo Cups', 'Pickles')",10.5
1697,"('Solo Cups', 'Italian Dressing')",10.0
1698,"('Solo Cups', 'Soy Sauce')",8.0
1699,"('Solo Cups', 'Penne')",8.5
1700,"('Solo Cups', 'CapriSun')",9.0
1701,"('Solo Cups', 'Tortillas')",13.0
1702,"('Solo Cups', 'Tomato Sauce')",10.0
1703,"('Solo Cups', 'Ibuprofen')",9.5
1704,"('Solo Cups', 'Diapers')",11.0
1705,"('Solo Cups', 'Tootpaste')",7.0
1706,"('Solo Cups', 'Tampons')",8.0
1707,"('Solo Cups', 'Shampoo')",6.5
1708,"('Solo Cups', 'Toilet Paper')",5.0
1709,"('Solo Cups', 'Paper Towels')",4.0
1710,"('Solo Cups', 'Napkins')",2.0
1711,"('Solo Cups', 'Solo Cups')",0.0
1712,"('Solo Cups', 'Trash Bags')",3.0
1713,"('Solo Cups', 'Dish Soap')",9.0
1714,"('Solo Cups', 'Detergent')",9.5
1715,"('Solo Cups', 'Broom')",11.0
1716,"('Solo Cups', 'Dog Treats')",10.0
1717,"('Solo Cups', 'Air Freshner')",9.0
1718,"('Solo Cups', 'Oreos')",9.0
1719,"('Solo Cups', 'Popcorn')",12.0
1720,"('Solo Cups', 'Gatorade (12)')",12.0
1721,"('Solo Cups', 'Redbull (4)')",11.5
1722,"('Solo Cups', 'Ritz')",10.0
1723,"('Solo Cups', 'Coca Cola (12)')",11.0
1724,"('Solo Cups', 'LaCroix (12)')",12.0
1725,"('Solo Cups', 'Pepsi (12)')",11.5
1726,"('Solo Cups', 'Seltzer (6)')",10.0
1727,"('Solo Cups', 'Bottled Water (24)')",8.5
1728,"('Solo Cups', 'Milk Gallon')",12.0
1729,"('Solo Cups', 'Butter Sticks')",15.0
1730,"('Solo Cups', 'Cookie Dough')",14.5
1731,"('Solo Cups', 'Chobani (4)')",13.0
1732,"('Solo Cups', 'Eggs (12)')",10.0
1733,"('Solo Cups', 'Waffles')",12.0
1734,"('Solo Cups', 'Taquitos')",16.0
1735,"('Solo Cups', ""Breyer's Ice Cream"")",15.0
1736,"('Solo Cups', 'Lasagna')",15.0
1737,"('Solo Cups', 'Bagel Bites')",14.0
1738,"('Solo Cups', 'Pizza (12"")')",11.0
1739,"('Solo Cups', 'End Node')",11.5
1740,"('Trash Bags', 'Start Node')",14.5
1741,"('Trash Bags', 'Coffee Beans')",16.0
1742,"('Trash Bags', 'K-Cups')",14.0
1743,"('Trash Bags', 'Capt. Crunch')",11.0
1744,"('Trash Bags', 'Chewy Bars')",8.5
1745,"('Trash Bags', 'Granola')",7.5
1746,"('Trash Bags', ""Hershey's"")",8.0
1747,"('Trash Bags', 'Flour')",10.0
1748,"('Trash Bags', 'Syrup')",11.0
1749,"('Trash Bags', 'Brownie Mix')",14.0
1750,"('Trash Bags', 'Seasoning')",14.5
1751,"('Trash Bags', 'Soup')",13.0
1752,"('Trash Bags', 'Mac & Cheese')",11.0
1753,"('Trash Bags', 'Ketchup')",8.0
1754,"('Trash Bags', 'Pickles')",7.5
1755,"('Trash Bags', 'Italian Dressing')",7.0
1756,"('Trash Bags', 'Soy Sauce')",5.0
1757,"('Trash Bags', 'Penne')",5.5
1758,"('Trash Bags', 'CapriSun')",6.0
1759,"('Trash Bags', 'Tortillas')",10.0
1760,"('Trash Bags', 'Tomato Sauce')",13.0
1761,"('Trash Bags', 'Ibuprofen')",11.5
1762,"('Trash Bags', 'Diapers')",10.0
1763,"('Trash Bags', 'Tootpaste')",4.0
1764,"('Trash Bags', 'Tampons')",5.0
1765,"('Trash Bags', 'Shampoo')",3.5
1766,"('Trash Bags', 'Toilet Paper')",8.0
1767,"('Trash Bags', 'Paper Towels')",7.0
1768,"('Trash Bags', 'Napkins')",5.0
1769,"('Trash Bags', 'Solo Cups')",3.0
1770,"('Trash Bags', 'Trash Bags')",0.0
1771,"('Trash Bags', 'Dish Soap')",12.0
1772,"('Trash Bags', 'Detergent')",11.5
1773,"('Trash Bags', 'Broom')",10.0
1774,"('Trash Bags', 'Dog Treats')",7.0
1775,"('Trash Bags', 'Air Freshner')",6.0
1776,"('Trash Bags', 'Oreos')",6.0
1777,"('Trash Bags', 'Popcorn')",9.0
1778,"('Trash Bags', 'Gatorade (12)')",11.0
1779,"('Trash Bags', 'Redbull (4)')",11.5
1780,"('Trash Bags', 'Ritz')",13.0
1781,"('Trash Bags', 'Coca Cola (12)')",14.0
1782,"('Trash Bags', 'LaCroix (12)')",13.0
1783,"('Trash Bags', 'Pepsi (12)')",13.5
1784,"('Trash Bags', 'Seltzer (6)')",7.0
1785,"('Trash Bags', 'Bottled Water (24)')",5.5
1786,"('Trash Bags', 'Milk Gallon')",15.0
1787,"('Trash Bags', 'Butter Sticks')",12.0
1788,"('Trash Bags', 'Cookie Dough')",11.5
1789,"('Trash Bags', 'Chobani (4)')",10.0
1790,"('Trash Bags', 'Eggs (12)')",7.0
1791,"('Trash Bags', 'Waffles')",9.0
1792,"('Trash Bags', 'Taquitos')",13.0
1793,"('Trash Bags', ""Breyer's Ice Cream"")",14.0
1794,"('Trash Bags', 'Lasagna')",12.0
1795,"('Trash Bags', 'Bagel Bites')",11.0
1796,"('Trash Bags', 'Pizza (12"")')",8.0
1797,"('Trash Bags', 'End Node')",14.5
1798,"('Dish Soap', 'Start Node')",7.5
1799,"('Dish Soap', 'Coffee Beans')",9.0
1800,"('Dish Soap', 'K-Cups')",11.0
1801,"('Dish Soap', 'Capt. Crunch')",14.0
1802,"('Dish Soap', 'Chewy Bars')",16.5
1803,"('Dish Soap', 'Granola')",16.5
1804,"('Dish Soap', ""Hershey's"")",15.0
1805,"('Dish Soap', 'Flour')",13.0
1806,"('Dish Soap', 'Syrup')",12.0
1807,"('Dish Soap', 'Brownie Mix')",9.0
1808,"('Dish Soap', 'Seasoning')",7.5
1809,"('Dish Soap', 'Soup')",8.0
1810,"('Dish Soap', 'Mac & Cheese')",10.0
1811,"('Dish Soap', 'Ketchup')",13.0
1812,"('Dish Soap', 'Pickles')",13.5
1813,"('Dish Soap', 'Italian Dressing')",14.0
1814,"('Dish Soap', 'Soy Sauce')",14.0
1815,"('Dish Soap', 'Penne')",13.5
1816,"('Dish Soap', 'CapriSun')",13.0
1817,"('Dish Soap', 'Tortillas')",9.0
1818,"('Dish Soap', 'Tomato Sauce')",6.0
1819,"('Dish Soap', 'Ibuprofen')",5.5
1820,"('Dish Soap', 'Diapers')",7.0
1821,"('Dish Soap', 'Tootpaste')",13.0
1822,"('Dish Soap', 'Tampons')",12.0
1823,"('Dish Soap', 'Shampoo')",12.5
1824,"('Dish Soap', 'Toilet Paper')",4.0
1825,"('Dish Soap', 'Paper Towels')",5.0
1826,"('Dish Soap', 'Napkins')",7.0
1827,"('Dish Soap', 'Solo Cups')",9.0
1828,"('Dish Soap', 'Trash Bags')",12.0
1829,"('Dish Soap', 'Dish Soap')",0.0
1830,"('Dish Soap', 'Detergent')",0.5
1831,"('Dish Soap', 'Broom')",2.0
1832,"('Dish Soap', 'Dog Treats')",5.0
1833,"('Dish Soap', 'Air Freshner')",6.0
1834,"('Dish Soap', 'Oreos')",11.0
1835,"('Dish Soap', 'Popcorn')",8.0
1836,"('Dish Soap', 'Gatorade (12)')",6.0
1837,"('Dish Soap', 'Redbull (4)')",5.5
1838,"('Dish Soap', 'Ritz')",4.0
1839,"('Dish Soap', 'Coca Cola (12)')",5.0
1840,"('Dish Soap', 'LaCroix (12)')",6.0
1841,"('Dish Soap', 'Pepsi (12)')",5.5
1842,"('Dish Soap', 'Seltzer (6)')",12.0
1843,"('Dish Soap', 'Bottled Water (24)')",12.5
1844,"('Dish Soap', 'Milk Gallon')",6.0
1845,"('Dish Soap', 'Butter Sticks')",9.0
1846,"('Dish Soap', 'Cookie Dough')",9.5
1847,"('Dish Soap', 'Chobani (4)')",11.0
1848,"('Dish Soap', 'Eggs (12)')",14.0
1849,"('Dish Soap', 'Waffles')",14.0
1850,"('Dish Soap', 'Taquitos')",10.0
1851,"('Dish Soap', ""Breyer's Ice Cream"")",9.0
1852,"('Dish Soap', 'Lasagna')",11.0
1853,"('Dish Soap', 'Bagel Bites')",12.0
1854,"('Dish Soap', 'Pizza (12"")')",15.0
1855,"('Dish Soap', 'End Node')",7.5
1856,"('Detergent', 'Start Node')",8.0
1857,"('Detergent', 'Coffee Beans')",9.5
1858,"('Detergent', 'K-Cups')",11.5
1859,"('Detergent', 'Capt. Crunch')",14.5
1860,"('Detergent', 'Chewy Bars')",17.0
1861,"('Detergent', 'Granola')",16.0
1862,"('Detergent', ""Hershey's"")",15.5
1863,"('Detergent', 'Flour')",13.5
1864,"('Detergent', 'Syrup')",12.5
1865,"('Detergent', 'Brownie Mix')",9.5
1866,"('Detergent', 'Seasoning')",8.0
1867,"('Detergent', 'Soup')",8.5
1868,"('Detergent', 'Mac & Cheese')",10.5
1869,"('Detergent', 'Ketchup')",13.5
1870,"('Detergent', 'Pickles')",14.0
1871,"('Detergent', 'Italian Dressing')",14.5
1872,"('Detergent', 'Soy Sauce')",13.5
1873,"('Detergent', 'Penne')",14.0
1874,"('Detergent', 'CapriSun')",13.5
1875,"('Detergent', 'Tortillas')",9.5
1876,"('Detergent', 'Tomato Sauce')",6.5
1877,"('Detergent', 'Ibuprofen')",6.0
1878,"('Detergent', 'Diapers')",7.5
1879,"('Detergent', 'Tootpaste')",12.5
1880,"('Detergent', 'Tampons')",12.5
1881,"('Detergent', 'Shampoo')",12.0
1882,"('Detergent', 'Toilet Paper')",4.5
1883,"('Detergent', 'Paper Towels')",5.5
1884,"('Detergent', 'Napkins')",7.5
1885,"('Detergent', 'Solo Cups')",9.5
1886,"('Detergent', 'Trash Bags')",11.5
1887,"('Detergent', 'Dish Soap')",0.5
1888,"('Detergent', 'Detergent')",0.0
1889,"('Detergent', 'Broom')",1.5
1890,"('Detergent', 'Dog Treats')",4.5
1891,"('Detergent', 'Air Freshner')",5.5
1892,"('Detergent', 'Oreos')",11.5
1893,"('Detergent', 'Popcorn')",8.5
1894,"('Detergent', 'Gatorade (12)')",6.5
1895,"('Detergent', 'Redbull (4)')",6.0
1896,"('Detergent', 'Ritz')",4.5
1897,"('Detergent', 'Coca Cola (12)')",5.5
1898,"('Detergent', 'LaCroix (12)')",6.5
1899,"('Detergent', 'Pepsi (12)')",6.0
1900,"('Detergent', 'Seltzer (6)')",12.5
1901,"('Detergent', 'Bottled Water (24)')",12.0
1902,"('Detergent', 'Milk Gallon')",6.5
1903,"('Detergent', 'Butter Sticks')",9.5
1904,"('Detergent', 'Cookie Dough')",10.0
1905,"('Detergent', 'Chobani (4)')",11.5
1906,"('Detergent', 'Eggs (12)')",13.5
1907,"('Detergent', 'Waffles')",14.5
1908,"('Detergent', 'Taquitos')",10.5
1909,"('Detergent', ""Breyer's Ice Cream"")",9.5
1910,"('Detergent', 'Lasagna')",11.5
1911,"('Detergent', 'Bagel Bites')",12.5
1912,"('Detergent', 'Pizza (12"")')",14.5
1913,"('Detergent', 'End Node')",8.0
1914,"('Broom', 'Start Node')",9.5
1915,"('Broom', 'Coffee Beans')",11.0
1916,"('Broom', 'K-Cups')",13.0
1917,"('Broom', 'Capt. Crunch')",16.0
1918,"('Broom', 'Chewy Bars')",15.5
1919,"('Broom', 'Granola')",14.5
1920,"('Broom', ""Hershey's"")",15.0
1921,"('Broom', 'Flour')",15.0
1922,"('Broom', 'Syrup')",14.0
1923,"('Broom', 'Brownie Mix')",11.0
1924,"('Broom', 'Seasoning')",9.5
1925,"('Broom', 'Soup')",10.0
1926,"('Broom', 'Mac & Cheese')",12.0
1927,"('Broom', 'Ketchup')",15.0
1928,"('Broom', 'Pickles')",14.5
1929,"('Broom', 'Italian Dressing')",14.0
1930,"('Broom', 'Soy Sauce')",12.0
1931,"('Broom', 'Penne')",12.5
1932,"('Broom', 'CapriSun')",13.0
1933,"('Broom', 'Tortillas')",11.0
1934,"('Broom', 'Tomato Sauce')",8.0
1935,"('Broom', 'Ibuprofen')",7.5
1936,"('Broom', 'Diapers')",9.0
1937,"('Broom', 'Tootpaste')",11.0
1938,"('Broom', 'Tampons')",12.0
1939,"('Broom', 'Shampoo')",10.5
1940,"('Broom', 'Toilet Paper')",6.0
1941,"('Broom', 'Paper Towels')",7.0
1942,"('Broom', 'Napkins')",9.0
1943,"('Broom', 'Solo Cups')",11.0
1944,"('Broom', 'Trash Bags')",10.0
1945,"('Broom', 'Dish Soap')",2.0
1946,"('Broom', 'Detergent')",1.5
1947,"('Broom', 'Broom')",0.0
1948,"('Broom', 'Dog Treats')",3.0
1949,"('Broom', 'Air Freshner')",4.0
1950,"('Broom', 'Oreos')",11.0
1951,"('Broom', 'Popcorn')",10.0
1952,"('Broom', 'Gatorade (12)')",8.0
1953,"('Broom', 'Redbull (4)')",7.5
1954,"('Broom', 'Ritz')",6.0
1955,"('Broom', 'Coca Cola (12)')",7.0
1956,"('Broom', 'LaCroix (12)')",8.0
1957,"('Broom', 'Pepsi (12)')",7.5
1958,"('Broom', 'Seltzer (6)')",12.0
1959,"('Broom', 'Bottled Water (24)')",10.5
1960,"('Broom', 'Milk Gallon')",8.0
1961,"('Broom', 'Butter Sticks')",11.0
1962,"('Broom', 'Cookie Dough')",11.5
1963,"('Broom', 'Chobani (4)')",13.0
1964,"('Broom', 'Eggs (12)')",12.0
1965,"('Broom', 'Waffles')",14.0
1966,"('Broom', 'Taquitos')",12.0
1967,"('Broom', ""Breyer's Ice Cream"")",11.0
1968,"('Broom', 'Lasagna')",13.0
1969,"('Broom', 'Bagel Bites')",14.0
1970,"('Broom', 'Pizza (12"")')",13.0
1971,"('Broom', 'End Node')",9.5
1972,"('Dog Treats', 'Start Node')",12.5
1973,"('Dog Treats', 'Coffee Beans')",14.0
1974,"('Dog Treats', 'K-Cups')",16.0
1975,"('Dog Treats', 'Capt. Crunch')",15.0
1976,"('Dog Treats', 'Chewy Bars')",12.5
1977,"('Dog Treats', 'Granola')",11.5
1978,"('Dog Treats', ""Hershey's"")",12.0
1979,"('Dog Treats', 'Flour')",14.0
1980,"('Dog Treats', 'Syrup')",15.0
1981,"('Dog Treats', 'Brownie Mix')",14.0
1982,"('Dog Treats', 'Seasoning')",12.5
1983,"('Dog Treats', 'Soup')",13.0
1984,"('Dog Treats', 'Mac & Cheese')",15.0
1985,"('Dog Treats', 'Ketchup')",12.0
1986,"('Dog Treats', 'Pickles')",11.5
1987,"('Dog Treats', 'Italian Dressing')",11.0
1988,"('Dog Treats', 'Soy Sauce')",9.0
1989,"('Dog Treats', 'Penne')",9.5
1990,"('Dog Treats', 'CapriSun')",10.0
1991,"('Dog Treats', 'Tortillas')",14.0
1992,"('Dog Treats', 'Tomato Sauce')",11.0
1993,"('Dog Treats', 'Ibuprofen')",10.5
1994,"('Dog Treats', 'Diapers')",12.0
1995,"('Dog Treats', 'Tootpaste')",8.0
1996,"('Dog Treats', 'Tampons')",9.0
1997,"('Dog Treats', 'Shampoo')",7.5
1998,"('Dog Treats', 'Toilet Paper')",9.0
1999,"('Dog Treats', 'Paper Towels')",10.0
2000,"('Dog Treats', 'Napkins')",12.0
2001,"('Dog Treats', 'Solo Cups')",10.0
2002,"('Dog Treats', 'Trash Bags')",7.0
2003,"('Dog Treats', 'Dish Soap')",5.0
2004,"('Dog Treats', 'Detergent')",4.5
2005,"('Dog Treats', 'Broom')",3.0
2006,"('Dog Treats', 'Dog Treats')",0.0
2007,"('Dog Treats', 'Air Freshner')",1.0
2008,"('Dog Treats', 'Oreos')",8.0
2009,"('Dog Treats', 'Popcorn')",11.0
2010,"('Dog Treats', 'Gatorade (12)')",11.0
2011,"('Dog Treats', 'Redbull (4)')",10.5
2012,"('Dog Treats', 'Ritz')",9.0
2013,"('Dog Treats', 'Coca Cola (12)')",10.0
2014,"('Dog Treats', 'LaCroix (12)')",11.0
2015,"('Dog Treats', 'Pepsi (12)')",10.5
2016,"('Dog Treats', 'Seltzer (6)')",9.0
2017,"('Dog Treats', 'Bottled Water (24)')",7.5
2018,"('Dog Treats', 'Milk Gallon')",11.0
2019,"('Dog Treats', 'Butter Sticks')",14.0
2020,"('Dog Treats', 'Cookie Dough')",13.5
2021,"('Dog Treats', 'Chobani (4)')",12.0
2022,"('Dog Treats', 'Eggs (12)')",9.0
2023,"('Dog Treats', 'Waffles')",11.0
2024,"('Dog Treats', 'Taquitos')",15.0
2025,"('Dog Treats', ""Breyer's Ice Cream"")",14.0
2026,"('Dog Treats', 'Lasagna')",14.0
2027,"('Dog Treats', 'Bagel Bites')",13.0
2028,"('Dog Treats', 'Pizza (12"")')",10.0
2029,"('Dog Treats', 'End Node')",12.5
2030,"('Air Freshner', 'Start Node')",13.5
2031,"('Air Freshner', 'Coffee Beans')",15.0
2032,"('Air Freshner', 'K-Cups')",17.0
2033,"('Air Freshner', 'Capt. Crunch')",14.0
2034,"('Air Freshner', 'Chewy Bars')",11.5
2035,"('Air Freshner', 'Granola')",10.5
2036,"('Air Freshner', ""Hershey's"")",11.0
2037,"('Air Freshner', 'Flour')",13.0
2038,"('Air Freshner', 'Syrup')",14.0
2039,"('Air Freshner', 'Brownie Mix')",15.0
2040,"('Air Freshner', 'Seasoning')",13.5
2041,"('Air Freshner', 'Soup')",14.0
2042,"('Air Freshner', 'Mac & Cheese')",14.0
2043,"('Air Freshner', 'Ketchup')",11.0
2044,"('Air Freshner', 'Pickles')",10.5
2045,"('Air Freshner', 'Italian Dressing')",10.0
2046,"('Air Freshner', 'Soy Sauce')",8.0
2047,"('Air Freshner', 'Penne')",8.5
2048,"('Air Freshner', 'CapriSun')",9.0
2049,"('Air Freshner', 'Tortillas')",13.0
2050,"('Air Freshner', 'Tomato Sauce')",12.0
2051,"('Air Freshner', 'Ibuprofen')",11.5
2052,"('Air Freshner', 'Diapers')",13.0
2053,"('Air Freshner', 'Tootpaste')",7.0
2054,"('Air Freshner', 'Tampons')",8.0
2055,"('Air Freshner', 'Shampoo')",6.5
2056,"('Air Freshner', 'Toilet Paper')",10.0
2057,"('Air Freshner', 'Paper Towels')",11.0
2058,"('Air Freshner', 'Napkins')",11.0
2059,"('Air Freshner', 'Solo Cups')",9.0
2060,"('Air Freshner', 'Trash Bags')",6.0
2061,"('Air Freshner', 'Dish Soap')",6.0
2062,"('Air Freshner', 'Detergent')",5.5
2063,"('Air Freshner', 'Broom')",4.0
2064,"('Air Freshner', 'Dog Treats')",1.0
2065,"('Air Freshner', 'Air Freshner')",0.0
2066,"('Air Freshner', 'Oreos')",7.0
2067,"('Air Freshner', 'Popcorn')",10.0
2068,"('Air Freshner', 'Gatorade (12)')",12.0
2069,"('Air Freshner', 'Redbull (4)')",11.5
2070,"('Air Freshner', 'Ritz')",10.0
2071,"('Air Freshner', 'Coca Cola (12)')",11.0
2072,"('Air Freshner', 'LaCroix (12)')",12.0
2073,"('Air Freshner', 'Pepsi (12)')",11.5
2074,"('Air Freshner', 'Seltzer (6)')",8.0
2075,"('Air Freshner', 'Bottled Water (24)')",6.5
2076,"('Air Freshner', 'Milk Gallon')",12.0
2077,"('Air Freshner', 'Butter Sticks')",13.0
2078,"('Air Freshner', 'Cookie Dough')",12.5
2079,"('Air Freshner', 'Chobani (4)')",11.0
2080,"('Air Freshner', 'Eggs (12)')",8.0
2081,"('Air Freshner', 'Waffles')",10.0
2082,"('Air Freshner', 'Taquitos')",14.0
2083,"('Air Freshner', ""Breyer's Ice Cream"")",15.0
2084,"('Air Freshner', 'Lasagna')",13.0
2085,"('Air Freshner', 'Bagel Bites')",12.0
2086,"('Air Freshner', 'Pizza (12"")')",9.0
2087,"('Air Freshner', 'End Node')",13.5
2088,"('Oreos', 'Start Node')",15.5
2089,"('Oreos', 'Coffee Beans')",17.0
2090,"('Oreos', 'K-Cups')",17.0
2091,"('Oreos', 'Capt. Crunch')",14.0
2092,"('Oreos', 'Chewy Bars')",11.5
2093,"('Oreos', 'Granola')",10.5
2094,"('Oreos', ""Hershey's"")",11.0
2095,"('Oreos', 'Flour')",13.0
2096,"('Oreos', 'Syrup')",14.0
2097,"('Oreos', 'Brownie Mix')",17.0
2098,"('Oreos', 'Seasoning')",15.5
2099,"('Oreos', 'Soup')",16.0
2100,"('Oreos', 'Mac & Cheese')",14.0
2101,"('Oreos', 'Ketchup')",11.0
2102,"('Oreos', 'Pickles')",10.5
2103,"('Oreos', 'Italian Dressing')",10.0
2104,"('Oreos', 'Soy Sauce')",8.0
2105,"('Oreos', 'Penne')",8.5
2106,"('Oreos', 'CapriSun')",9.0
2107,"('Oreos', 'Tortillas')",13.0
2108,"('Oreos', 'Tomato Sauce')",14.0
2109,"('Oreos', 'Ibuprofen')",13.5
2110,"('Oreos', 'Diapers')",13.0
2111,"('Oreos', 'Tootpaste')",7.0
2112,"('Oreos', 'Tampons')",8.0
2113,"('Oreos', 'Shampoo')",6.5
2114,"('Oreos', 'Toilet Paper')",12.0
2115,"('Oreos', 'Paper Towels')",13.0
2116,"('Oreos', 'Napkins')",11.0
2117,"('Oreos', 'Solo Cups')",9.0
2118,"('Oreos', 'Trash Bags')",6.0
2119,"('Oreos', 'Dish Soap')",11.0
2120,"('Oreos', 'Detergent')",11.5
2121,"('Oreos', 'Broom')",11.0
2122,"('Oreos', 'Dog Treats')",8.0
2123,"('Oreos', 'Air Freshner')",7.0
2124,"('Oreos', 'Oreos')",0.0
2125,"('Oreos', 'Popcorn')",3.0
2126,"('Oreos', 'Gatorade (12)')",5.0
2127,"('Oreos', 'Redbull (4)')",5.5
2128,"('Oreos', 'Ritz')",7.0
2129,"('Oreos', 'Coca Cola (12)')",11.0
2130,"('Oreos', 'LaCroix (12)')",12.0
2131,"('Oreos', 'Pepsi (12)')",11.5
2132,"('Oreos', 'Seltzer (6)')",6.0
2133,"('Oreos', 'Bottled Water (24)')",4.5
2134,"('Oreos', 'Milk Gallon')",12.0
2135,"('Oreos', 'Butter Sticks')",11.0
2136,"('Oreos', 'Cookie Dough')",10.5
2137,"('Oreos', 'Chobani (4)')",9.0
2138,"('Oreos', 'Eggs (12)')",6.0
2139,"('Oreos', 'Waffles')",8.0
2140,"('Oreos', 'Taquitos')",12.0
2141,"('Oreos', ""Breyer's Ice Cream"")",13.0
2142,"('Oreos', 'Lasagna')",11.0
2143,"('Oreos', 'Bagel Bites')",10.0
2144,"('Oreos', 'Pizza (12"")')",7.0
2145,"('Oreos', 'End Node')",15.5
2146,"('Popcorn', 'Start Node')",12.5
2147,"('Popcorn', 'Coffee Beans')",14.0
2148,"('Popcorn', 'K-Cups')",16.0
2149,"('Popcorn', 'Capt. Crunch')",17.0
2150,"('Popcorn', 'Chewy Bars')",14.5
2151,"('Popcorn', 'Granola')",13.5
2152,"('Popcorn', ""Hershey's"")",14.0
2153,"('Popcorn', 'Flour')",16.0
2154,"('Popcorn', 'Syrup')",17.0
2155,"('Popcorn', 'Brownie Mix')",14.0
2156,"('Popcorn', 'Seasoning')",12.5
2157,"('Popcorn', 'Soup')",13.0
2158,"('Popcorn', 'Mac & Cheese')",15.0
2159,"('Popcorn', 'Ketchup')",14.0
2160,"('Popcorn', 'Pickles')",13.5
2161,"('Popcorn', 'Italian Dressing')",13.0
2162,"('Popcorn', 'Soy Sauce')",11.0
2163,"('Popcorn', 'Penne')",11.5
2164,"('Popcorn', 'CapriSun')",12.0
2165,"('Popcorn', 'Tortillas')",14.0
2166,"('Popcorn', 'Tomato Sauce')",11.0
2167,"('Popcorn', 'Ibuprofen')",10.5
2168,"('Popcorn', 'Diapers')",12.0
2169,"('Popcorn', 'Tootpaste')",10.0
2170,"('Popcorn', 'Tampons')",11.0
2171,"('Popcorn', 'Shampoo')",9.5
2172,"('Popcorn', 'Toilet Paper')",9.0
2173,"('Popcorn', 'Paper Towels')",10.0
2174,"('Popcorn', 'Napkins')",12.0
2175,"('Popcorn', 'Solo Cups')",12.0
2176,"('Popcorn', 'Trash Bags')",9.0
2177,"('Popcorn', 'Dish Soap')",8.0
2178,"('Popcorn', 'Detergent')",8.5
2179,"('Popcorn', 'Broom')",10.0
2180,"('Popcorn', 'Dog Treats')",11.0
2181,"('Popcorn', 'Air Freshner')",10.0
2182,"('Popcorn', 'Oreos')",3.0
2183,"('Popcorn', 'Popcorn')",0.0
2184,"('Popcorn', 'Gatorade (12)')",2.0
2185,"('Popcorn', 'Redbull (4)')",2.5
2186,"('Popcorn', 'Ritz')",4.0
2187,"('Popcorn', 'Coca Cola (12)')",8.0
2188,"('Popcorn', 'LaCroix (12)')",9.0
2189,"('Popcorn', 'Pepsi (12)')",8.5
2190,"('Popcorn', 'Seltzer (6)')",9.0
2191,"('Popcorn', 'Bottled Water (24)')",7.5
2192,"('Popcorn', 'Milk Gallon')",9.0
2193,"('Popcorn', 'Butter Sticks')",12.0
2194,"('Popcorn', 'Cookie Dough')",12.5
2195,"('Popcorn', 'Chobani (4)')",12.0
2196,"('Popcorn', 'Eggs (12)')",9.0
2197,"('Popcorn', 'Waffles')",11.0
2198,"('Popcorn', 'Taquitos')",13.0
2199,"('Popcorn', ""Breyer's Ice Cream"")",12.0
2200,"('Popcorn', 'Lasagna')",14.0
2201,"('Popcorn', 'Bagel Bites')",13.0
2202,"('Popcorn', 'Pizza (12"")')",10.0
2203,"('Popcorn', 'End Node')",12.5
2204,"('Gatorade (12)', 'Start Node')",10.5
2205,"('Gatorade (12)', 'Coffee Beans')",12.0
2206,"('Gatorade (12)', 'K-Cups')",14.0
2207,"('Gatorade (12)', 'Capt. Crunch')",17.0
2208,"('Gatorade (12)', 'Chewy Bars')",16.5
2209,"('Gatorade (12)', 'Granola')",15.5
2210,"('Gatorade (12)', ""Hershey's"")",16.0
2211,"('Gatorade (12)', 'Flour')",16.0
2212,"('Gatorade (12)', 'Syrup')",15.0
2213,"('Gatorade (12)', 'Brownie Mix')",12.0
2214,"('Gatorade (12)', 'Seasoning')",10.5
2215,"('Gatorade (12)', 'Soup')",11.0
2216,"('Gatorade (12)', 'Mac & Cheese')",13.0
2217,"('Gatorade (12)', 'Ketchup')",16.0
2218,"('Gatorade (12)', 'Pickles')",15.5
2219,"('Gatorade (12)', 'Italian Dressing')",15.0
2220,"('Gatorade (12)', 'Soy Sauce')",13.0
2221,"('Gatorade (12)', 'Penne')",13.5
2222,"('Gatorade (12)', 'CapriSun')",14.0
2223,"('Gatorade (12)', 'Tortillas')",12.0
2224,"('Gatorade (12)', 'Tomato Sauce')",9.0
2225,"('Gatorade (12)', 'Ibuprofen')",8.5
2226,"('Gatorade (12)', 'Diapers')",10.0
2227,"('Gatorade (12)', 'Tootpaste')",12.0
2228,"('Gatorade (12)', 'Tampons')",13.0
2229,"('Gatorade (12)', 'Shampoo')",11.5
2230,"('Gatorade (12)', 'Toilet Paper')",7.0
2231,"('Gatorade (12)', 'Paper Towels')",8.0
2232,"('Gatorade (12)', 'Napkins')",10.0
2233,"('Gatorade (12)', 'Solo Cups')",12.0
2234,"('Gatorade (12)', 'Trash Bags')",11.0
2235,"('Gatorade (12)', 'Dish Soap')",6.0
2236,"('Gatorade (12)', 'Detergent')",6.5
2237,"('Gatorade (12)', 'Broom')",8.0
2238,"('Gatorade (12)', 'Dog Treats')",11.0
2239,"('Gatorade (12)', 'Air Freshner')",12.0
2240,"('Gatorade (12)', 'Oreos')",5.0
2241,"('Gatorade (12)', 'Popcorn')",2.0
2242,"('Gatorade (12)', 'Gatorade (12)')",0.0
2243,"('Gatorade (12)', 'Redbull (4)')",0.5
2244,"('Gatorade (12)', 'Ritz')",2.0
2245,"('Gatorade (12)', 'Coca Cola (12)')",6.0
